"ID","gender","age_group","age","edu","work_status","salary_or_ind","no_prof_activity","CSP","region","departement","commune_type","region_uda5","situation_dom","n_pers_dom","maladies1","maladies2","maladies3","maladies4","maladies5","maladies6","maladies7","maladies8","tf_femalemosq","example_dce","choice1","certainty1","choice2","certainty2","choice3","certainty3","choice4","certainty4","choice5","certainty5","choice6","certainty6","choice7","certainty7","choice8","certainty8","choice9","certainty9","choice10","certainty10","exercise_difficulty","freq_prevention","prev_activity1","prev_activity2","prev_activity3","prev_activity4","prev_activity5","prev_activity6","prev_activity7","prev_activity8","prev_activity9","prev_activity_other","eco_products","ac","hist_mborne","confiance_nat","confiance_reg","disease_prob","disease_fear","gmo_mosquito","housing_type","housing_other","langue","precarity","pregnant","dep_children","chronic_dis","freq_bites_cat","freq_bites_num","diet","diet_other","healthinfo1","healthinfo2","healthinfo3","healthinfo4","healthinfo5","healthinfo6","healthinfo_other","count_prev","activity_gouttieres","activity_pieges","activity_vetements","activity_insecticide","activity_moustiquaires","activity_vidage","activity_spirales","activity_repulsif","activity_recipients","mbd_maladie","mbd_know","confiance","threat","place","edu2","precarity2","age_group2","risk","asc_b_mean","b_part2_mean","b_part3_mean","b_part4_mean","b_freq_mean","b_env2_mean","b_env3_mean","b_se2_mean","b_se3_mean"
"683","Man","60 to 69",61,"Bac+2 (BTS ou autre)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Pays de la Loire","Loire-Atlantique - (44)","Small town (between 2.000 and 20.000 inhabitants)","North West","En famille","3 personnes","Le chikungunya","La dengue","Le Zika","","","","","","Faux","Oui, montrez-moi un exemple","B",10,"B",9,"A",9,"B",8,"B",9,"B",10,"B",10,"B",9,"A",3,"B",5,1,"Several times a week","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","Le port des vêtements longs, amples et clairs","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","","","","","","","","Non","No or unsure",8,8,6,10,3,"Maison individuelle","","No","No, never","","Yes","No","Sometimes","Less than once a week","Reduced-meat diet","","Professionnels de santé","","","","","","",4,"Yes","No","Yes","No","No","Yes","No","No","Yes",3,3,8,8,"Pays de la Loire Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",1.25948543544592,0.828524553596731,0.840530486000749,1.08559114335084,-0.209272300922944,-2.6636384421101,-2.09392558797704,-0.256204474820255,-2.77362081543097
"684","Man","70 to 79",70,"CAP/BEP (ou autre diplôme technique)","Retraité(e)","","","Inactifs","Grand Est","Moselle - (57)","Village (<2 000 inhabitants)","North East","En couple","2 personnes","Le chikungunya","Le Zika","La dengue","Le paludisme","","","","","Faux","Non, allez directement aux 10 votes","A",9,"B",5,"A",10,"A",6,"B",10,"B",10,"B",10,"B",10,"A",6,"B",5,1,"Never","","","","","","","","","","","","Non","No or unsure",1,6,1,1,10,"Maison individuelle","","Yes","No, never","","No","Yes","Never or almost never","Never","Reduced-meat diet","","Votre propre recherche par internet","","","","","","",0,"No","No","No","No","No","No","No","No","No",4,4,3.5,1,"Grand Est Village / Zone rurale (moins de 2 000 habitants)","Lower than secondary school","No",NA,"Low exposure",0.852223358204173,0.207594498036622,0.0712051033475938,0.417217972679514,-0.313001640789165,-2.03541087470153,-1.60895970151962,0.0370816176995133,-1.61146684837248
"685","Man","30 to 39",33,"Bac+3/4 (Licence, Maîtrise)","Ouvrier(e)","Salarié(e)","","CSP-","Nouvelle-Aquitaine","Gironde - (33)","Large city (>100 000 inhabitants)","South West","En couple","4 personnes","La dengue","Le chikungunya","","","","","","","Je ne sais pas","Non, allez directement aux 10 votes","B",7,"B",8,"A",8,"B",8,"B",7,"B",9,"B",8,"B",8,"B",7,"B",7,4,"Never","","","","","","","","","","","","Oui","No or unsure",7,8,6,7,6,"Appartement","","No","No, never","","Yes","No","Sometimes","1 to 5 times per week","Omnivore","","Professionnels de santé","","","","","","",0,"No","No","No","No","No","No","No","No","No",2,2,7.5,6.5,"Nouvelle-Aquitaine Grande ville (plus de 100 000 habitants)","2–4 years beyond secondary school","No",NA,"High exposure",0.651938238052378,-0.0612689176411744,0.213816135378196,-0.319955526713677,-0.522518485808278,-3.33823249732176,-1.9867287580945,-1.01534133824156,-2.99999460854075
"686","Woman","60 to 69",66,"Bac+3/4 (Licence, Maîtrise)","Retraité(e)","","","Inactifs","Centre-Val de Loire","Loir-et-Cher - (41)","Village (<2 000 inhabitants)","North West","En couple","2 personnes","Le chikungunya","Le Zika","Le paludisme","La dengue","","","","","Faux","Non, allez directement aux 10 votes","A",10,"A",7,"A",10,"B",9,"B",10,"B",10,"B",10,"B",7,"A",7,"B",10,9,"Never","","","","","","","","","","","","Oui","No or unsure",9,8,6,6,9,"Maison individuelle","","No","No, never","","No","Yes","Sometimes","Less than once a week","Omnivore","","Professionnels de santé","","","","","","",0,"No","No","No","No","No","No","No","No","No",4,4,8.5,6,"Centre-Val de Loire Village / Zone rurale (moins de 2 000 habitants)","2–4 years beyond secondary school","No",NA,"Low exposure",1.26797009662573,1.14895801538767,0.606556382737478,0.910853766358608,-0.100806219745829,-3.29603013435747,-2.42424251872939,0.635941000107932,-1.04569257795111
"687","Woman","50 to 59",57,"Bac+3/4 (Licence, Maîtrise)","Sans activité professionnelle actuelle","","Au chômage","Inactifs","Hauts-de-France","Pas-de-Calais - (62)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North East","Seul","1 personne","La dengue","Le Zika","Le chikungunya","","","","","","Faux","Oui, montrez-moi un exemple","A",8,"A",7,"A",8,"B",7,"B",8,"B",8,"B",8,"B",8,"B",7,"B",8,5,"A few times","Le port des vêtements longs, amples et clairs","","","","","","","","","","","Non","No or unsure",8,8,5,3,3,"Maison mitoyenne","","No","No, never","No","No","Yes","Never or almost never","Never","Reduced-meat diet","","Professionnels de santé","","","","","","",1,"No","No","Yes","No","No","No","No","No","No",3,3,8,4,"Hauts-de-France Ville (entre 20 000 et 100 000 habitants)","2–4 years beyond secondary school","No",NA,"Low exposure",0.624175693936881,0.24403427124266,-0.00246690642892632,-0.495134661342655,-0.4262438140646,-3.88356821278099,-2.23051989845093,-0.107647945098402,-1.18088960875685
"688","Woman","70 to 79",70,"Bac (général, pro et technologique)","Retraité(e)","","","Inactifs","Provence-Alpes-Côte d'Azur","Alpes-Maritimes - (6)","Medium-sized city (between 20 000 and 100 000 inhabitants)","South East","En couple","2 personnes","La dengue","Le chikungunya","Le paludisme","","","","","","Je ne sais pas","Non, allez directement aux 10 votes","B",7,"B",5,"A",6,"A",5,"A",5,"A",7,"B",5,"A",7,"A",5,"A",7,3,"Several times a week","Utilisation de moustiquaires (sur les fenêtres)","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Usage de bougies et/ou de spirales anti-moustiques","Usage des répulsifs cutanés","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","","","","","Non","Oui","No or unsure",6,6,7,8,8,"Appartement","","No","No, never","","No","Yes","Often","5 to 10 times per week","Reduced-meat diet","","Professionnels de santé","","","","","","",6,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes",3,3,6,7.5,"Provence-Alpes-Côte d'Azur Ville (entre 20 000 et 100 000 habitants)","Equal to secondary school","No",NA,"High exposure",-2.08180200985641,-1.25605164194805,-0.602271194598364,-0.954530022435206,0.456447146720638,1.00737708206613,1.13750404884807,-2.03740631049693,-1.91955884620898
"689","Woman","60 to 69",63,"Bac (général, pro et technologique)","Retraité(e)","","","Inactifs","Centre-Val de Loire","Loiret - (45)","Small town (between 2.000 and 20.000 inhabitants)","North West","En couple","2 personnes","Le chikungunya","La dengue","Le paludisme","","","","","","Faux","Oui, montrez-moi un exemple","A",7,"B",5,"A",8,"B",6,"B",10,"B",10,"B",8,"B",10,"B",6,"B",7,1,"A few times","Usage de bougies et/ou de spirales anti-moustiques","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Utilisation de moustiquaires (sur les fenêtres)","Usage des répulsifs cutanés","","","","","","","Oui","Non","No or unsure",8,7,5,7,8,"Maison individuelle","","No","No, never","","No","No","Sometimes","Less than once a week","Omnivore","","Professionnels de santé","","","","","","",4,"Yes","No","No","No","Yes","No","Yes","Yes","No",3,3,7.5,6,"Centre-Val de Loire Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","Equal to secondary school","No",NA,"Medium exposure",0.694653580992018,0.0370345157880867,0.199209536141889,-0.24962978503802,-0.612959394830112,-3.88355415489861,-2.11961331533017,-0.734472251936313,-2.31686127059609
"690","Woman","70 to 79",73,"Bac+5 (Master, écoles d'ingénieurs, écoles d'arts, DEA, DESS, etc.)","Retraité(e)","","","Inactifs","Auvergne-Rhône-Alpes","Isère - (38)","Small town (between 2.000 and 20.000 inhabitants)","South East","En couple","2 personnes","La dengue","Le paludisme","Le Zika","Le chikungunya","","","","","Faux","Oui, montrez-moi un exemple","A",2,"B",5,"A",9,"B",6,"B",8,"B",9,"B",9,"B",4,"A",3,"B",9,1,"Several times a week","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage des répulsifs cutanés","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Usage des pièges à moustiques","Utilisation de moustiquaires (sur les fenêtres)","Usage de bougies et/ou de spirales anti-moustiques","","","","","Non","Oui","No or unsure",7,5,4,6,10,"Maison individuelle","","No","No, never","","No","Yes","Often","1 to 5 times per week","Reduced-meat diet","","Professionnels de santé","Votre propre recherche par internet","","","","","",6,"No","Yes","No","Yes","Yes","No","Yes","Yes","Yes",4,4,6,5,"Auvergne-Rhône-Alpes Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","5 or more years beyond secondary school","No",NA,"High exposure",1.3394725032512,0.935121394606989,0.807440154588964,1.18422096960213,-0.2820740529881,-3.2056898324643,-2.27048650195087,0.02771185303688,-2.13756963437321
"691","Man","18 to 29",19,"Bac (général, pro et technologique)","Sans activité professionnelle actuelle","","Au chômage","Inactifs","Nouvelle-Aquitaine","Pyrénées-Atlantiques - (64)","Large city (>100 000 inhabitants)","South West","En famille","5 personnes","Le chikungunya","Le paludisme","La dengue","Le Zika","","","","","Faux","Oui, montrez-moi un exemple","B",7,"A",8,"A",7,"A",7,"B",7,"B",7,"B",8,"B",8,"A",7,"B",8,5,"Several times a week","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage des pièges à moustiques","Utilisation de moustiquaires (sur les fenêtres)","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Usage des répulsifs cutanés","","","","","Oui","Non","No or unsure",7,7,5,7,5,"Maison individuelle","","No","Yes, often","","No","No","Often","More than 10 times per week","Omnivore","","Professionnels de santé","","","","","","",6,"Yes","Yes","No","No","Yes","Yes","No","Yes","Yes",4,4,7,6,"Nouvelle-Aquitaine Grande ville (plus de 100 000 habitants)","Equal to secondary school","Yes",NA,"High exposure",0.885850428434717,0.416322751003322,-0.0634887325806236,0.161657555621024,-0.0519067447820286,-1.768154967251,-1.77809146965574,0.44190881373533,-1.18902803131717
"692","Woman","40 to 49",43,"Bac+2 (BTS ou autre)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Provence-Alpes-Côte d'Azur","Var - (83)","Small town (between 2.000 and 20.000 inhabitants)","South East","En famille","5 personnes","La dengue","Le paludisme","Le chikungunya","","","","","","Faux","Non, allez directement aux 10 votes","A",1,"B",7,"A",8,"B",7,"B",10,"B",10,"B",9,"B",10,"A",1,"B",8,1,"Several times a week","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage de bougies et/ou de spirales anti-moustiques","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","Utilisation de moustiquaires (sur les fenêtres)","","","","","","","Oui","Non","No or unsure",8,7,5,7,10,"Maison individuelle","","No","No, never","No","Yes","No","Often","5 to 10 times per week","Omnivore","","Professionnels de santé","","","","","","",4,"No","No","No","No","Yes","Yes","Yes","No","Yes",3,3,7.5,6,"Provence-Alpes-Côte d'Azur Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","2–4 years beyond secondary school","No",NA,"High exposure",1.31751646340499,0.936587934359061,0.834666575049763,1.17998818836864,-0.287214269890804,-3.22192024242886,-2.25919152398059,-0.0142752317056688,-2.16792304762765
"693","Woman","18 to 29",28,"CAP/BEP (ou autre diplôme technique)","Sans activité professionnelle actuelle","","Homme/Femme au foyer","Inactifs","Centre-Val de Loire","Loir-et-Cher - (41)","Small town (between 2.000 and 20.000 inhabitants)","North West","En famille","5 personnes","Le paludisme","La dengue","Le chikungunya","Le Zika","","","","","Faux","Non, allez directement aux 10 votes","B",10,"B",10,"A",10,"B",10,"B",10,"B",10,"B",10,"B",10,"A",10,"B",10,1,"Never","","","","","","","","","","","","Oui","No or unsure",1,1,5,10,10,"Maison individuelle","","Yes","No, never","No","Yes","No","Never or almost never","Never","Reduced-meat diet","","Famille","Professionnels de santé","","","","","",0,"No","No","No","No","No","No","No","No","No",4,4,1,7.5,"Centre-Val de Loire Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","Lower than secondary school","No",NA,"Low exposure",1.26239153340267,0.835731466632159,0.846259103897238,1.08207325753844,-0.202772555167653,-2.64483268214476,-2.1032031075754,-0.248726147498527,-2.78185623413347
"694","Man","30 to 39",36,"Bac+5 (Master, écoles d'ingénieurs, écoles d'arts, DEA, DESS, etc.)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Salarié(e)","","CSP+","Ile-de-France","Yvelines - (78)","Medium-sized city (between 20 000 and 100 000 inhabitants)","Paris region","En couple","4 personnes","Le chikungunya","Le paludisme","La dengue","","","","","","Faux","Non, allez directement aux 10 votes","A",9,"B",8,"A",8,"B",9,"B",9,"B",8,"B",8,"B",9,"A",9,"B",9,2,"Never","","","","","","","","","","","","Non","No or unsure",2,4,3,2,1,"Maison mitoyenne","","No","Yes, sometimes","","Yes","No","Never or almost never","Never","Omnivore","","Réseaux sociaux (Facebook, X [ex Twitter], Instagram, WhatsApp)","Vos amis, voisins ou autres sources communautaires","Famille","Professionnels de santé","Votre propre recherche par internet","","",0,"No","No","No","No","No","No","No","No","No",3,3,3,2.5,"Ile-de-France Ville (entre 20 000 et 100 000 habitants)","5 or more years beyond secondary school","Yes",NA,"Medium exposure",1.29074778373975,0.928337639429123,0.837596987028839,1.17565129948969,-0.285285808961483,-3.19556621212291,-2.23988656901011,-0.0208683823178856,-2.16636253884509
"695","Man","30 to 39",37,"Bac+5 (Master, écoles d'ingénieurs, écoles d'arts, DEA, DESS, etc.)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Ile-de-France","Essonne - (91)","Medium-sized city (between 20 000 and 100 000 inhabitants)","Paris region","En couple","2 personnes","Les moustiques transmettent des maladies, mais je ne les connais pas","","","","","","","","Faux","Oui, montrez-moi un exemple","A",8,"A",6,"A",8,"B",7,"B",6,"A",7,"A",7,"B",6,"B",7,"A",6,5,"A few times","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Le port des vêtements longs, amples et clairs","","","","","","","","","","Non","No or unsure",7,7,6,6,7,"Appartement","","Yes","No, never","","No","No","Often","Less than once a week","Omnivore","","Réseaux sociaux (Facebook, X [ex Twitter], Instagram, WhatsApp)","Famille","Professionnels de santé","","","","",2,"Yes","No","Yes","No","No","No","No","No","No",0,0,7,6,"Ile-de-France Ville (entre 20 000 et 100 000 habitants)","5 or more years beyond secondary school","No",NA,"Medium exposure",0.805966416766363,0.689125934456789,-0.0704343989703317,0.511397315566637,-0.0949749231002363,-1.56164402901145,-1.24328377871985,1.36771148335162,1.36085530700513
"696","Woman","30 to 39",39,"Bac (général, pro et technologique)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Pays de la Loire","Loire-Atlantique - (44)","Village (<2 000 inhabitants)","North West","En couple","4 personnes","Le chikungunya","Le Zika","La dengue","","","","","","Faux","Non, allez directement aux 10 votes","B",7,"B",7,"A",7,"B",7,"B",7,"B",7,"B",7,"B",6,"B",7,"B",7,1,"Several times a week","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Usage de bougies et/ou de spirales anti-moustiques","","","","","","","","","Oui","Non","No or unsure",6,6,5,5,1,"Maison individuelle","","No","No, never","No","Yes","No","Sometimes","1 to 5 times per week","Omnivore","","Professionnels de santé","","","","","","",2,"No","No","No","Yes","No","No","Yes","No","No",3,3,6,5,"Pays de la Loire Village / Zone rurale (moins de 2 000 habitants)","Equal to secondary school","No",NA,"Medium exposure",0.638538765723907,-0.0642175618484917,0.225237476380374,-0.308965897904341,-0.519985488734904,-3.29909205054708,-1.95243808814514,-1.01821519405528,-3.00425911257324
